,MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
1085345,1f2c7eddd169e9fc91c7e960a685cbc5,win8defender,1.1.15200.1,4.13.17134.228,1.275.704.0,0,7.0,0,,53447.0,1.0,1.0,1,56,134256.0,,89.0,88,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,256585.0,4.0,5.0,2574.0,,953869.0,HDD,255499.0,0,8192.0,Portable,15.5,1366.0,768.0,Mobile,#,4294967295.0,10.0.10240.16384,amd64,th1,10240,16384,Professional,PROFESSIONAL,IBSClean,14.0,49,UNKNOWN,0,IS_GENUINE,Retail,0.0,0.0,NOT_SET,0.0,355.0,19973.0,0,0.0,0.0,0,0,0.0,1.0,11.0,1
1944587,37cd9c9286f4a94b8d3c979c5b680e95,win8defender,1.1.14600.4,4.13.17134.1,1.263.48.0,0,0.0,0,,6630.0,3.0,1.0,1,81,56441.0,18.0,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,,137.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,172110.0,8.0,5.0,3104.0,,953869.0,HDD,926992.0,0,12288.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,15895.0,1,,0.0,1,0,0.0,1.0,10.0,0
2554493,49484d103a272e91f4ca1c842bef0ab6,win8defender,1.1.15200.1,4.13.17134.228,1.275.1332.0,0,7.0,0,,53447.0,1.0,1.0,1,201,88769.0,,267.0,251,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,384.0,226113.0,4.0,5.0,2523.0,,476940.0,HDD,193862.0,0,12288.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Upgrade,35.0,148,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,556.0,38697.0,0,,0.0,0,0,0.0,0.0,11.0,0
304329,08c1155ab222f6ac0243143e30a7a102,win8defender,1.1.15200.1,4.18.1807.18075,1.275.490.0,0,7.0,0,,53447.0,1.0,1.0,1,60,97998.0,27.0,240.0,233,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,585.0,189404.0,4.0,5.0,2660.0,,476940.0,HDD,475957.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,li-i,0.0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9.0,34,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,556.0,63122.0,1,0.0,0.0,0,0,0.0,0.0,15.0,1
3482802,63f3dd41f2f924d0bd5f84dce90b58a6,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1555.0,0,7.0,0,,53447.0,1.0,1.0,1,16,131181.0,27.0,32.0,74,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3133.0,263753.0,12.0,5.0,3117.0,,476940.0,SSD,476323.0,0,16384.0,Desktop,24.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,IBSClean,7.0,30,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,7314.0,0,,0.0,0,0,0.0,1.0,3.0,1
1607026,2e1e8a17262ed1c66ede5c37cc145ff2,win8defender,1.1.15200.1,4.18.1807.18075,1.275.644.0,0,7.0,0,,22728.0,2.0,1.0,1,171,74423.0,18.0,211.0,182,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,,1.0,1.0,Desktop,Windows.Desktop,4589.0,313586.0,4.0,5.0,2407.0,,953869.0,HDD,453319.0,0,8192.0,Desktop,13.3,1024.0,768.0,Desktop,,4294967295.0,10.0.16299.15,amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,29.0,125,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,11089.0,0,,0.0,0,0,0.0,0.0,3.0,0
180251,053109723165d1c01fce058c8a8fccd0,win8defender,1.1.15000.2,4.9.10586.1045,1.271.721.0,0,7.0,0,,61100.0,2.0,1.0,1,144,161840.0,18.0,277.0,75,windows10,x64,10.0.0.0,10586,768,th2,10586.1045.amd64fre.th2_release.170728-1941,Home,0.0,0,,0.0,73.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171320.0,2.0,5.0,1998.0,,476940.0,HDD,431175.0,1,2048.0,Notebook,15.5,1366.0,768.0,Mobile,lip,0.0,10.0.10586.1045,amd64,th2_release_sec,10586,1045,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,628.0,8787.0,0,0.0,0.0,0,0,0.0,1.0,11.0,1
8075232,e7b4b3a747e64d5ea4b204d397cc5fe0,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1548.0,0,7.0,0,,47238.0,2.0,1.0,1,178,136271.0,18.0,230.0,71,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,318784.0,8.0,5.0,3104.0,,488386.0,SSD,487309.0,0,16384.0,Notebook,13.9,1920.0,1080.0,Mobile,,79.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,62394.0,1,,0.0,0,0,1.0,1.0,1.0,1
4725470,879f6be6f555481e4e624dd7a0def5c6,win8defender,1.1.15100.1,4.10.209.0,1.273.1056.0,0,7.0,0,,53447.0,1.0,1.0,1,158,87401.0,,276.0,74,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19067.amd64fre.winblue_ltsb_escrow.180619-2033,Home,1.0,0,,0.0,333.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,3035.0,263638.0,4.0,5.0,2604.0,,953869.0,HDD,952864.0,0,8192.0,Desktop,21.5,1920.0,1080.0,Desktop,,4294967295.0,10.0.16299.98,amd64,rs3_release,16299,98,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,7.0,30,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,64865.0,0,,0.0,0,0,0.0,0.0,1.0,0
5755415,a5335a24cc95e0bb84ce727fed097043,win8defender,1.1.15100.1,4.14.17613.18039,1.273.1509.0,0,7.0,0,,7945.0,2.0,1.0,1,44,90994.0,27.0,57.0,218,windows10,x86,10.0.0.0,14393,768,rs1,14393.2214.x86fre.rs1_release_1.180402-1758,Home,1.0,0,,0.0,98.0,RequireAdmin,1.0,1.0,PCOther,Windows.Desktop,2668.0,171222.0,4.0,5.0,1848.0,,29820.0,SSD,28542.0,0,2048.0,Notebook,11.6,1280.0,720.0,Slate,lion,348.0,10.0.14393.2214,x86,rs1_release,14393,2214,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,9.0,34,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,628.0,31701.0,1,0.0,0.0,0,0,1.0,1.0,10.0,0
5957925,aaff3fcf42a3069108102b435cd40883,win8defender,1.1.15200.1,4.18.1807.18075,1.275.852.0,0,7.0,0,,53447.0,1.0,1.0,1,51,120794.0,27.0,98.0,103,windows10,x64,10.0.0.0,14393,768,rs1,14393.693.amd64fre.rs1_release.161220-1747,Home,1.0,0,,0.0,94.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4730.0,304465.0,4.0,5.0,2535.0,,715400.0,SSD,714833.0,0,8192.0,Notebook,14.0,1366.0,768.0,Mobile,,0.0,10.0.14393.693,amd64,rs1_release,14393,693,Core,CORE,IBSClean,5.0,26,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,897.0,7221.0,0,,0.0,0,0,0.0,0.0,6.0,0
4183429,7808800dcade61ebb61f35991dafd0a9,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1826.0,0,7.0,0,,53447.0,1.0,1.0,1,2,584.0,27.0,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,1443.0,256581.0,4.0,5.0,2291.0,,476940.0,HDD,131487.0,0,4096.0,Portable,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.112,amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,355.0,20107.0,0,,0.0,0,0,0.0,0.0,11.0,1
4963433,8e71d5ef86e2946823d9f83697622917,win8defender,1.1.14104.0,4.10.14393.1794,1.251.518.0,0,7.0,0,2170.0,49480.0,2.0,1.0,1,12,145918.0,27.0,15.0,58,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1.0,0,,,98.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,229904.0,4.0,5.0,2640.0,,476940.0,HDD,448153.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.14393.1770,amd64,rs1_release,14393,1770,Core,CORE,Update,8.0,31,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,554.0,33060.0,1,0.0,0.0,0,0,0.0,0.0,2.0,0
4491182,80e6e1cb8f816fb0769cc4e504dfe120,win8defender,1.1.15100.1,4.18.1807.18075,1.273.717.0,0,7.0,0,,53447.0,1.0,1.0,1,66,125719.0,,89.0,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3133.0,263762.0,4.0,5.0,2426.0,,1907729.0,HDD,1907113.0,0,16384.0,Desktop,72.1,5760.0,1080.0,Desktop,,4294967295.0,10.0.17134.167,amd64,rs4_release,17134,167,Core,CORE,UUPUpgrade,14.0,49,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,6899.0,0,,0.0,0,0,0.0,1.0,5.0,1
6036521,ad452966b9bce1c66680688caa31493f,win8defender,1.1.15200.1,4.9.10586.1106,1.275.1209.0,0,7.0,0,,53447.0,1.0,1.0,1,51,30895.0,27.0,98.0,103,windows10,x64,10.0.0.0,10586,256,th2,10586.1176.amd64fre.th2_release_sec.170913-1848,Pro,1.0,0,,0.0,74.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1980.0,183043.0,2.0,5.0,3162.0,,476940.0,SSD,476938.0,0,,Desktop,24.1,1920.0,1200.0,Desktop,#,4294967295.0,10.0.10586.1176,amd64,th2_release_sec,10586,1176,Professional,PROFESSIONAL,IBSClean,5.0,26,UNKNOWN,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,168.0,35446.0,0,0.0,0.0,0,0,0.0,1.0,6.0,1
7238358,cfad17fcffdc503b07751ab4e642fa23,win8defender,1.1.15200.1,4.18.1807.18075,1.275.988.0,0,0.0,1,,54725.0,2.0,1.0,1,29,120917.0,18.0,35.0,171,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,256493.0,2.0,5.0,4334.0,,476940.0,HDD,475961.0,0,3072.0,Portable,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.16299.371,amd64,rs3_release,16299,371,Professional,PROFESSIONAL,Upgrade,26.0,119,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,355.0,19956.0,0,0.0,0.0,0,0,0.0,1.0,10.0,1
4013384,73293bb54e3b3c9ee28b6ef4cdf75b58,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1327.0,0,7.0,0,,53447.0,1.0,1.0,1,68,18668.0,27.0,276.0,74,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,Warn,1.0,1.0,Notebook,Windows.Desktop,2668.0,171306.0,4.0,5.0,2382.0,,953869.0,HDD,908124.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.285,amd64,rs4_release,17134,285,Core,CORE,Refresh,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,4207.0,1,,0.0,0,0,0.0,0.0,12.0,1
387439,0b24e0095a029b6af32495bbf375728e,win8defender,1.1.15000.2,4.10.209.0,1.271.204.0,0,7.0,0,,62773.0,1.0,1.0,1,214,58607.0,50.0,277.0,75,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.18730.amd64fre.winblue_ltsb.170613-0600,Home,0.0,0,,0.0,302.0,RequireAdmin,0.0,1.0,Notebook,Windows.Desktop,2668.0,35251.0,4.0,5.0,2908.0,,953869.0,HDD,404652.0,1,8192.0,Notebook,13.9,1920.0,1080.0,Mobile,,0.0,10.0.14393.693,amd64,rs1_release,14393,693,Core,CORE,Upgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,628.0,19172.0,0,,0.0,0,0,0.0,0.0,1.0,1
2370315,43fe4c93457c4dc126114d2e1521fb22,win8defender,1.1.14500.5,4.10.14393.1794,1.261.510.0,0,5.0,0,,10894.0,2.0,2.0,1,44,130783.0,27.0,57.0,218,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1.0,0,,,98.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2102.0,245824.0,4.0,1.0,77.0,,953869.0,HDD,932734.0,1,8192.0,Notebook,15.5,1366.0,768.0,Mobile,lion,365.0,10.0.14393.2189,amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,10.0,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,142.0,33084.0,1,0.0,0.0,0,0,0.0,0.0,10.0,0
112037,033972274612a6e467726c9765fe76cc,win8defender,1.1.15200.1,4.18.1807.18075,1.275.638.0,0,7.0,0,,53447.0,1.0,1.0,1,203,92361.0,18.0,255.0,46,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,4589.0,313586.0,8.0,5.0,2975.0,,381554.0,SSD,380188.0,0,16384.0,Desktop,27.0,1600.0,900.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,Update,39.0,160,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,12132.0,1,,0.0,0,0,0.0,0.0,7.0,0
2155300,3dda1e8de1ae95710fe22450c4bb186f,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1567.0,0,7.0,0,,53447.0,1.0,1.0,1,2,134683.0,27.0,224.0,16,windows10,x64,10.0.0.0,14393,768,rs1,14393.1770.amd64fre.rs1_release.170917-1700,Home,1.0,0,,0.0,96.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331239.0,4.0,5.0,2322.0,,476940.0,HDD,190774.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,184.0,10.0.14393.1770,amd64,rs1_release,14393,1770,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,1.0,5,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,70059.0,1,0.0,0.0,0,0,0.0,1.0,11.0,0
6980702,c84ae38bc6c967935f83ce78224a5dbb,win8defender,1.1.15200.1,4.18.1807.18075,1.275.950.0,0,7.0,0,,7945.0,2.0,1.0,1,110,3137.0,27.0,134.0,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,189551.0,2.0,5.0,2097.0,,476940.0,HDD,475798.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,29.0,125,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63437.0,1,,0.0,0,0,0.0,1.0,3.0,1
6743140,c182a3c9016245061d749c4355ca88bf,win8defender,1.1.14901.4,4.16.17656.18052,1.269.1483.0,0,7.0,0,,32113.0,2.0,1.0,1,149,41.0,,181.0,56,windows10,x64,10.0.0.0,14393,768,rs1,14393.1358.amd64fre.rs1_release.170602-2252,Home,1.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,248167.0,2.0,1.0,674.0,,476940.0,HDD,456657.0,0,4096.0,Notebook,17.3,1600.0,900.0,Mobile,lion,0.0,10.0.14393.1358,amd64,rs1_release,14393,1358,Core,CORE,Update,24.0,109,UNKNOWN,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,500.0,33135.0,0,0.0,0.0,0,0,0.0,0.0,15.0,1
7377559,d3acb63d7c106e6e6be544277cadc248,win8defender,1.1.15200.1,4.18.1807.18075,1.275.359.0,0,7.0,0,,53447.0,1.0,1.0,1,170,13563.0,27.0,277.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,4589.0,313586.0,2.0,1.0,122.0,,476940.0,HDD,159199.0,0,4096.0,Desktop,21.5,1920.0,1080.0,Desktop,#,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,8036.0,0,0.0,0.0,0,0,0.0,0.0,3.0,1
3272083,5de0e35a73438e6d9c9541233c3dfd89,win8defender,1.1.14104.0,4.13.17134.191,1.251.1167.0,0,7.0,0,168.0,6630.0,3.0,1.0,1,158,117594.0,,202.0,70,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331099.0,4.0,5.0,2373.0,,476940.0,HDD,475762.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,lion,98.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,142.0,69513.0,1,0.0,0.0,0,0,0.0,1.0,1.0,0
8041472,e6bb61121922c8e6e4f8df602984ef58,win8defender,1.1.15000.2,4.18.1806.18062,1.271.676.0,0,7.0,0,,53447.0,1.0,1.0,1,93,159086.0,27.0,119.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1443.0,275867.0,4.0,5.0,2684.0,,476940.0,HDD,465416.0,0,4096.0,Desktop,19.4,1600.0,900.0,Desktop,,4294967295.0,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,355.0,7264.0,1,,0.0,0,0,0.0,0.0,8.0,0
6050938,adae6cd1ec4e703a69d38b96e01211dd,win8defender,1.1.14800.3,4.14.17639.18041,1.267.1242.0,0,7.0,0,,53447.0,1.0,1.0,1,107,133897.0,27.0,138.0,134,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,1443.0,313437.0,8.0,5.0,2777.0,,122104.0,SSD,122102.0,0,4096.0,Desktop,17.0,1280.0,1024.0,Desktop,,4294967295.0,10.0.17134.48,amd64,rs4_release,17134,48,Professional,PROFESSIONAL,IBSClean,20.0,83,UNKNOWN,0,IS_GENUINE,Retail,,0.0,NOT_SET,,355.0,19951.0,0,,0.0,0,0,0.0,,,1
6136842,b025b1a1cab5b3d3386833c131dda6a7,win8defender,1.1.15200.1,4.9.10586.494,1.275.934.0,0,7.0,0,,53447.0,1.0,1.0,1,102,98692.0,,277.0,75,windows10,x64,10.0.0.0,10586,256,th2,10586.494.amd64fre.th2_release_sec.160630-1736,Pro,1.0,0,,0.0,81.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,2206.0,234475.0,4.0,5.0,2494.0,,476940.0,Unspecified,476373.0,0,2048.0,MiniTower,21.5,1024.0,768.0,Workstation,,,10.0.10586.494,amd64,th2_release,10586,494,Professional,PROFESSIONAL,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0.0,Retail,,500.0,40951.0,0,,0.0,0,0,0.0,,,1
7487854,d6d51587cf3f24a6f867af5f486feb9b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1550.0,0,7.0,0,,53447.0,1.0,1.0,1,19,37719.0,27.0,24.0,75,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,2102.0,239736.0,8.0,5.0,2737.0,,244198.0,SSD,243321.0,0,8192.0,Notebook,14.0,1920.0,1080.0,Mobile,,0.0,10.0.16299.492,amd64,rs3_release_svc_escrow,16299,492,Professional,PROFESSIONAL,Other,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,486.0,55876.0,1,,0.0,0,0,0.0,0.0,15.0,0
3916106,705dfcfb1dadf835b42d11a81cd366ff,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1349.0,0,7.0,0,,47238.0,2.0,1.0,1,151,,,275.0,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Convertible,Windows.Desktop,585.0,189788.0,2.0,5.0,1992.0,,476940.0,HDD,476323.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,lion,0.0,10.0.16299.309,amd64,rs3_release,16299,309,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,556.0,63175.0,1,0.0,0.0,1,0,0.0,1.0,1.0,0
4495106,810395b69aa532ca752606f6597f1051,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1273.0,0,7.0,0,,7945.0,2.0,1.0,1,149,4251.0,18.0,181.0,56,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,244755.0,4.0,5.0,2569.0,,476940.0,HDD,455263.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,24.0,109,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33060.0,1,,0.0,0,0,0.0,0.0,15.0,1
2774971,4f9ce6c37fb6cb3b3f7a34088c7544ac,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1561.0,0,7.0,0,,53447.0,1.0,1.0,1,178,136271.0,27.0,277.0,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,ExistsNotSet,1.0,1.0,Convertible,Windows.Desktop,2668.0,70613.0,4.0,5.0,3026.0,,244198.0,SSD,242921.0,0,16384.0,Convertible,12.5,1920.0,1080.0,Mobile,,0.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Update,8.0,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0.0,Retail,,628.0,47452.0,0,,0.0,1,1,0.0,0.0,1.0,1
602000,114cafa5753ba2e7143b3e0ae840df23,win8defender,1.1.15200.1,4.18.1807.18075,1.275.323.0,0,7.0,0,,53447.0,1.0,1.0,1,88,103925.0,18.0,117.0,115,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,1443.0,256585.0,4.0,5.0,2321.0,,953869.0,HDD,942814.0,0,4096.0,Portable,15.3,1366.0,768.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,17.0,64,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,355.0,19946.0,1,,0.0,0,0,0.0,0.0,3.0,1
